0,0,0,0
0,0,2,0
0,0.034907,1.9994,0.034899
0,0.069813,1.9976,0.069756
0,0.10472,1.9945,0.10453
0,0.13963,1.9903,0.13917
0,0.17453,1.9848,0.17365
0,0.20944,1.9781,0.20791
0,0.24435,1.9703,0.24192
0,0.27925,1.9613,0.27564
0,0.31416,1.9511,0.30902
0,0.34907,1.9397,0.34202
0,0.38397,1.9272,0.37461
0,0.41888,1.9135,0.40674
0,0.45379,1.8988,0.43837
0,0.48869,1.8829,0.46947
0,0.5236,1.866,0.5
0,0.55851,1.848,0.52992
0,0.59341,1.829,0.55919
0,0.62832,1.809,0.58779
0,0.66323,1.788,0.61566
0,0.69813,1.766,0.64279
0,0.73304,1.7431,0.66913
0,0.76794,1.7193,0.69466
0,0.80285,1.6947,0.71934
0,0.83776,1.6691,0.74314
0,0.87266,1.6428,0.76604
0,0.90757,1.6157,0.78801
0,0.94248,1.5878,0.80902
0,0.97738,1.5592,0.82904
0,1.0123,1.5299,0.84805
0,1.0472,1.5,0.86603
0,1.0821,1.4695,0.88295
0,1.117,1.4384,0.89879
0,1.1519,1.4067,0.91355
0,1.1868,1.3746,0.92718
0,1.2217,1.342,0.93969
0,1.2566,1.309,0.95106
0,1.2915,1.2756,0.96126
0,1.3265,1.2419,0.9703
0,1.3614,1.2079,0.97815
0,1.3963,1.1736,0.98481
0,1.4312,1.1392,0.99027
0,1.4661,1.1045,0.99452
0,1.501,1.0698,0.99756
0,1.5359,1.0349,0.99939
0,1.5708,1,1
0,1.6057,0.9651,0.99939
0,1.6406,0.93024,0.99756
0,1.6755,0.89547,0.99452
0,1.7104,0.86083,0.99027
0,1.7453,0.82635,0.98481
0,1.7802,0.79209,0.97815
0,1.8151,0.75808,0.9703
0,1.85,0.72436,0.96126
0,1.885,0.69098,0.95106
0,1.9199,0.65798,0.93969
0,1.9548,0.62539,0.92718
0,1.9897,0.59326,0.91355
0,2.0246,0.56163,0.89879
0,2.0595,0.53053,0.88295
0,2.0944,0.5,0.86603
0,2.1293,0.47008,0.84805
0,2.1642,0.44081,0.82904
0,2.1991,0.41221,0.80902
0,2.234,0.38434,0.78801
0,2.2689,0.35721,0.76604
0,2.3038,0.33087,0.74314
0,2.3387,0.30534,0.71934
0,2.3736,0.28066,0.69466
0,2.4086,0.25686,0.66913
0,2.4435,0.23396,0.64279
0,2.4784,0.21199,0.61566
0,2.5133,0.19098,0.58779
0,2.5482,0.17096,0.55919
0,2.5831,0.15195,0.52992
0,2.618,0.13397,0.5
0,2.6529,0.11705,0.46947
0,2.6878,0.10121,0.43837
0,2.7227,0.086455,0.40674
0,2.7576,0.072816,0.37461
0,2.7925,0.060307,0.34202
0,2.8274,0.048943,0.30902
0,2.8623,0.038738,0.27564
0,2.8972,0.029704,0.24192
0,2.9322,0.021852,0.20791
0,2.9671,0.015192,0.17365
0,3.002,0.0097319,0.13917
0,3.0369,0.0054781,0.10453
0,3.0718,0.0024359,0.069756
0,3.1067,0.00060917,0.034899
0,3.1416,0,1.2246e-16
0.034907,0,1.9988,0.069799
0.034907,0.034907,1.997,0.10466
0.034907,0.069813,1.9939,0.13943
0.034907,0.10472,1.9897,0.17407
0.034907,0.13963,1.9842,0.20855
0.034907,0.17453,1.9775,0.24281
0.034907,0.20944,1.9697,0.27682
0.034907,0.24435,1.9607,0.31054
0.034907,0.27925,1.9504,0.34392
0.034907,0.31416,1.9391,0.37692
0.034907,0.34907,1.9266,0.40951
0.034907,0.38397,1.9129,0.44164
0.034907,0.41888,1.8982,0.47327
0.034907,0.45379,1.8823,0.50437
0.034907,0.48869,1.8654,0.5349
0.034907,0.5236,1.8474,0.56482
0.034907,0.55851,1.8284,0.59409
0.034907,0.59341,1.8084,0.62268
0.034907,0.62832,1.7874,0.65056
0.034907,0.66323,1.7654,0.67769
